"activity_id","cme_catalog","note","region_number","source_location","external_link","half_angle","is_most_accurate","latitude","longitude","note","speed","time21_5","type","au","estimated_duration","estimated_shock_arrival_time","is_earth_gb","kp_135","kp_18","kp_180","kp_90","model_completion_time","rmin_re"
"2018-12-12T05:30:00-CME-001",M2M_CATALOG,From a filament eruption visible off the east limb in SDO AIA 171 and 304. STA EUV and coronagraph images are not available at this time.,,N06W105,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14351/-1,20.0,true,-6.0,-105.0,"",150.0,2018-12-13 06:01:00.000,S,2.0,,,false,,,,,2018-12-12 17:11:00.000,
"2018-12-12T05:30:00-CME-001",M2M_CATALOG,From a filament eruption visible off the east limb in SDO AIA 171 and 304. STA EUV and coronagraph images are not available at this time.,,N06W105,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14351/-1,20.0,true,-6.0,-105.0,"",150.0,2018-12-13 06:01:00.000,S,2.0,,,false,,,,,2018-12-12 17:11:00.000,
"2018-12-24T07:12:00-CME-001",M2M_CATALOG,Eruption with dimming visible at 06:25Z from the unnamed AR at S10E15 as viewed from EUVIA. This is immediately after a short data gap beginning at 05:55Z. Possibly faintly visible off the E limb in SDO AIA 304 and very faintly in the SE of COR2A.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14373/-1,24.0,true,-15.0,-115.0,"",588.0,2018-12-24 11:25:00.000,C,2.0,,,false,,,,,2018-12-24 14:02:00.000,
"2018-12-24T07:12:00-CME-001",M2M_CATALOG,Eruption with dimming visible at 06:25Z from the unnamed AR at S10E15 as viewed from EUVIA. This is immediately after a short data gap beginning at 05:55Z. Possibly faintly visible off the E limb in SDO AIA 304 and very faintly in the SE of COR2A.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14373/-1,24.0,true,-15.0,-115.0,"",588.0,2018-12-24 11:25:00.000,C,2.0,,,false,,,,,2018-12-24 14:02:00.000,
"2018-12-24T07:12:00-CME-001",M2M_CATALOG,Eruption with dimming visible at 06:25Z from the unnamed AR at S10E15 as viewed from EUVIA. This is immediately after a short data gap beginning at 05:55Z. Possibly faintly visible off the E limb in SDO AIA 304 and very faintly in the SE of COR2A.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14373/-1,24.0,true,-15.0,-115.0,"",588.0,2018-12-24 11:25:00.000,C,2.0,,,false,,,,,2018-12-24 14:02:00.000,
"2019-01-29T02:00:00-CME-001",M2M_CATALOG,This CME was caused by an eruption in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14458/-1,13.0,true,-2.0,-105.0,"",330.0,2019-01-29 10:33:00.000,S,2.0,,,false,,,,,2019-01-30 14:20:00.000,
"2019-01-29T02:00:00-CME-001",M2M_CATALOG,This CME was caused by an eruption in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14458/-1,13.0,true,-2.0,-105.0,"",330.0,2019-01-29 10:33:00.000,S,2.0,,,false,,,,,2019-01-30 14:20:00.000,
"2019-01-29T02:00:00-CME-001",M2M_CATALOG,This CME was caused by an eruption in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14448/-1,18.0,false,-3.0,-119.0,"This CME was very small, faint, and difficult to measure due to a small number of frames in which it was visible.",234.0,2019-01-29 14:10:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-01-29T02:00:00-CME-001",M2M_CATALOG,This CME was caused by an eruption in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14448/-1,18.0,false,-3.0,-119.0,"This CME was very small, faint, and difficult to measure due to a small number of frames in which it was visible.",234.0,2019-01-29 14:10:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-01-29T02:00:00-CME-001",M2M_CATALOG,This CME was caused by an eruption in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14448/-1,18.0,false,-3.0,-119.0,"This CME was very small, faint, and difficult to measure due to a small number of frames in which it was visible.",234.0,2019-01-29 14:10:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-01-29T04:12:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 02:55Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14459/-1,16.0,true,-3.0,-107.0,"",299.0,2019-01-29 13:37:00.000,S,2.0,,,false,,,,,2019-01-30 14:20:00.000,
"2019-01-29T04:12:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 02:55Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14459/-1,16.0,true,-3.0,-107.0,"",299.0,2019-01-29 13:37:00.000,S,2.0,,,false,,,,,2019-01-30 14:20:00.000,
"2019-01-29T04:12:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 02:55Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14450/-1,17.0,false,-1.0,-104.0,"This CME was very small, faint, and difficult to measure due to a small number of frames in which it was visible.",289.0,2019-01-29 14:12:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-01-29T04:12:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 02:55Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14450/-1,17.0,false,-1.0,-104.0,"This CME was very small, faint, and difficult to measure due to a small number of frames in which it was visible.",289.0,2019-01-29 14:12:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-01-29T04:12:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 02:55Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14450/-1,17.0,false,-1.0,-104.0,"This CME was very small, faint, and difficult to measure due to a small number of frames in which it was visible.",289.0,2019-01-29 14:12:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-01-29T07:48:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 06:35Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14460/-1,14.0,true,-1.0,-105.0,"",299.0,2019-01-29 17:24:00.000,S,2.0,,,false,,,,,2019-01-30 14:20:00.000,
"2019-01-29T07:48:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 06:35Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14460/-1,14.0,true,-1.0,-105.0,"",299.0,2019-01-29 17:24:00.000,S,2.0,,,false,,,,,2019-01-30 14:20:00.000,
"2019-01-29T07:48:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 06:35Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14454/-1,15.0,false,-1.0,-92.0,"",143.0,2019-01-30 05:40:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-01-29T07:48:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 06:35Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14454/-1,15.0,false,-1.0,-92.0,"",143.0,2019-01-30 05:40:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-01-29T07:48:00-CME-001",M2M_CATALOG,This CME was caused by an eruption at 06:35Z in the active region just NE of center in STA EUVI 195.,,N10E120,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14454/-1,15.0,false,-1.0,-92.0,"",143.0,2019-01-30 05:40:00.000,S,2.0,,,false,,,,,2019-01-29 16:42:00.000,
"2019-03-04T12:54:00-CME-001",M2M_CATALOG,The source of this CME is very difficult to discern but may be the very faint field line movement off the southeast limb in STEREO A EUVI 195 beginning around 08:00Z.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14535/-1,26.0,true,-10.0,-178.0,Measured with only one frame in C3 due to a large data gap at the measurement time.,355.0,2019-03-04 22:39:00.000,S,2.0,,,false,,,,,2019-03-05 11:49:00.000,
"2019-03-20T08:24:00-CME-001",M2M_CATALOG,The source of the eruption is an unnamed active region at approximately N09W23. The eruption was visible in all SDO Imagery. There was an initial eruption at around 07:13Z followed by another eruption at 11:09Z. There was an associated B6.1 flare that peaked at 07:14Z and a C4.8 flare that peaked at 11:18Z.,,N09W23,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14569/-1,41.0,true,1.0,14.0,"This measurement was made using only STA COR2, following the slower equatorial edge of the CME.",541.0,2019-03-20 15:19:00.000,C,2.0,17.7,2019-03-23 08:11:00.000,false,4.0,,5.0,3.0,2019-03-20 13:17:00.000,6.0
"2019-03-20T08:24:00-CME-001",M2M_CATALOG,The source of the eruption is an unnamed active region at approximately N09W23. The eruption was visible in all SDO Imagery. There was an initial eruption at around 07:13Z followed by another eruption at 11:09Z. There was an associated B6.1 flare that peaked at 07:14Z and a C4.8 flare that peaked at 11:18Z.,,N09W23,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14569/-1,41.0,true,1.0,14.0,"This measurement was made using only STA COR2, following the slower equatorial edge of the CME.",541.0,2019-03-20 15:19:00.000,C,2.0,17.7,2019-03-23 08:11:00.000,false,4.0,,5.0,3.0,2019-03-20 13:17:00.000,6.0
"2019-04-03T04:09:00-CME-001",M2M_CATALOG,The source seems to be far-sided but it is difficult to verify the exact source. In STA EUVI 195 there was frequent minor flaring and activity from the large AR in the east with occasional spewing starting the night before. There were some rising loops after 12:00Z from this AR and also some fainter loops center-disk as seen by STA at approximately the same time.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14604/-1,22.0,true,3.0,-124.0,"This CME was difficult to measure as it was very faint in Cor2A, so only frames from C3 were used for the actual measurement.",506.0,2019-04-03 07:33:00.000,C,2.0,,,false,,,,,2019-04-04 14:16:00.000,
"2019-04-03T04:09:00-CME-001",M2M_CATALOG,The source seems to be far-sided but it is difficult to verify the exact source. In STA EUVI 195 there was frequent minor flaring and activity from the large AR in the east with occasional spewing starting the night before. There were some rising loops after 12:00Z from this AR and also some fainter loops center-disk as seen by STA at approximately the same time.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14604/-1,22.0,true,3.0,-124.0,"This CME was difficult to measure as it was very faint in Cor2A, so only frames from C3 were used for the actual measurement.",506.0,2019-04-03 07:33:00.000,C,2.0,,,false,,,,,2019-04-04 14:16:00.000,
"2019-04-20T01:25:00-CME-001",M2M_CATALOG,The eruption that caused this CME corresponded to a B8.1 flare from the active region and a filament eruption visible off the western limb that began at 00:42Z.,12738.0,N06W97,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14639/-1,30.0,true,2.0,90.0,"",387.0,2019-04-20 07:33:00.000,S,2.0,,,false,,,,,2019-04-20 11:19:00.000,
"2019-04-20T01:25:00-CME-001",M2M_CATALOG,The eruption that caused this CME corresponded to a B8.1 flare from the active region and a filament eruption visible off the western limb that began at 00:42Z.,12738.0,N06W97,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14639/-1,30.0,true,2.0,90.0,"",387.0,2019-04-20 07:33:00.000,S,2.0,,,false,,,,,2019-04-20 11:19:00.000,
"2019-04-22T03:36:00-CME-001",M2M_CATALOG,"The source is an eruption in AR2738 around 02:50Z.  The CME is very faint and the real time measurements were done while a data outage in STA Cor2. Using C2 imagery, the velocity is approximately 434 km/s.",12738.0,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14648/-1,26.0,true,9.0,87.0,"",434.0,2019-04-22 08:49:00.000,S,2.0,,,false,,,,,2019-04-22 10:24:00.000,
"2019-04-22T03:36:00-CME-001",M2M_CATALOG,"The source is an eruption in AR2738 around 02:50Z.  The CME is very faint and the real time measurements were done while a data outage in STA Cor2. Using C2 imagery, the velocity is approximately 434 km/s.",12738.0,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14648/-1,26.0,true,9.0,87.0,"",434.0,2019-04-22 08:49:00.000,S,2.0,,,false,,,,,2019-04-22 10:24:00.000,
"2019-05-01T05:36:00-CME-001",M2M_CATALOG,The source is an eruption around 05:05 in the southern portion of the easternmost AR in STA EUVI.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14679/-1,23.0,true,-13.0,-149.0,"",458.0,2019-05-01 09:54:00.000,S,2.0,,,false,,,,,2019-05-01 15:13:00.000,
"2019-05-01T05:36:00-CME-001",M2M_CATALOG,The source is an eruption around 05:05 in the southern portion of the easternmost AR in STA EUVI.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14679/-1,23.0,true,-13.0,-149.0,"",458.0,2019-05-01 09:54:00.000,S,2.0,,,false,,,,,2019-05-02 12:02:00.000,
"2019-05-01T05:36:00-CME-001",M2M_CATALOG,The source is an eruption around 05:05 in the southern portion of the easternmost AR in STA EUVI.,,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14679/-1,23.0,true,-13.0,-149.0,"",458.0,2019-05-01 09:54:00.000,S,2.0,,,false,,,,,2019-05-02 12:02:00.000,
"2019-05-01T16:36:00-CME-001",M2M_CATALOG,"Active region is currently unnamed, but was formerly AR 2738. Clear eruption NW of center disk as seen from EUVIA at 16:00Z, and behind the NE limb in SDO AIA 171, 193, etc.",,N30E104,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14685/-1,22.0,true,18.0,-104.0,"",456.0,2019-05-01 21:21:00.000,S,2.0,,,false,,,,,2019-05-02 12:02:00.000,
"2019-05-01T16:36:00-CME-001",M2M_CATALOG,"Active region is currently unnamed, but was formerly AR 2738. Clear eruption NW of center disk as seen from EUVIA at 16:00Z, and behind the NE limb in SDO AIA 171, 193, etc.",,N30E104,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14685/-1,22.0,true,18.0,-104.0,"",456.0,2019-05-01 21:21:00.000,S,2.0,,,false,,,,,2019-05-02 12:02:00.000,
"2019-05-03T18:36:00-CME-001",M2M_CATALOG,"The eruption began at 17:55Z from the unnamed active region that can be seen in STA EUVI 195 that is slightly east of center disk. There was dimming, opening field lines and a post eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14694/-1,25.0,true,-12.0,-129.0,"",863.0,2019-05-03 20:02:00.000,C,2.0,,,false,,,,,2019-05-04 10:31:00.000,
"2019-05-03T18:36:00-CME-001",M2M_CATALOG,"The eruption began at 17:55Z from the unnamed active region that can be seen in STA EUVI 195 that is slightly east of center disk. There was dimming, opening field lines and a post eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14694/-1,25.0,true,-12.0,-129.0,"",863.0,2019-05-03 20:02:00.000,C,2.0,,,false,,,,,2019-05-04 10:31:00.000,
"2019-05-03T18:36:00-CME-001",M2M_CATALOG,"The eruption began at 17:55Z from the unnamed active region that can be seen in STA EUVI 195 that is slightly east of center disk. There was dimming, opening field lines and a post eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14694/-1,25.0,true,-12.0,-129.0,"",863.0,2019-05-03 20:02:00.000,C,2.0,,,false,,,,,2019-05-04 10:31:00.000,
"2019-05-03T18:36:00-CME-001",M2M_CATALOG,"The eruption began at 17:55Z from the unnamed active region that can be seen in STA EUVI 195 that is slightly east of center disk. There was dimming, opening field lines and a post eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14694/-1,25.0,true,-12.0,-129.0,"",863.0,2019-05-03 20:02:00.000,C,2.0,,,false,,,,,2019-05-04 10:31:00.000,
"2019-05-03T18:36:00-CME-001",M2M_CATALOG,"The eruption began at 17:55Z from the unnamed active region that can be seen in STA EUVI 195 that is slightly east of center disk. There was dimming, opening field lines and a post eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14694/-1,25.0,true,-12.0,-129.0,"",863.0,2019-05-03 20:02:00.000,C,2.0,,,false,,,,,2019-05-04 12:41:00.000,
"2019-05-03T18:36:00-CME-001",M2M_CATALOG,"The eruption began at 17:55Z from the unnamed active region that can be seen in STA EUVI 195 that is slightly east of center disk. There was dimming, opening field lines and a post eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14694/-1,25.0,true,-12.0,-129.0,"",863.0,2019-05-03 20:02:00.000,C,2.0,,,false,,,,,2019-05-04 12:41:00.000,
"2019-05-03T18:36:00-CME-001",M2M_CATALOG,"The eruption began at 17:55Z from the unnamed active region that can be seen in STA EUVI 195 that is slightly east of center disk. There was dimming, opening field lines and a post eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14694/-1,25.0,true,-12.0,-129.0,"",863.0,2019-05-03 20:02:00.000,C,2.0,,,false,,,,,2019-05-04 12:41:00.000,
"2019-05-03T18:36:00-CME-001",M2M_CATALOG,"The eruption began at 17:55Z from the unnamed active region that can be seen in STA EUVI 195 that is slightly east of center disk. There was dimming, opening field lines and a post eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",,"",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14694/-1,25.0,true,-12.0,-129.0,"",863.0,2019-05-03 20:02:00.000,C,2.0,,,false,,,,,2019-05-04 12:41:00.000,
"2019-05-03T23:36:00-CME-001",M2M_CATALOG,"This eruption is associated with a C1.0 flare that peaked at 2019-05-03T23:31Z. The eruption can be seen at 2019-05-03T23:31Z from AR 2740 in STA EUVI 195 with dimming, opening field, and a post-eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",12740.0,N12E73,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14696/-1,31.0,true,12.0,-75.0,"",776.0,2019-05-04 01:33:00.000,C,2.0,,,false,,,,,2019-05-04 10:31:00.000,
"2019-05-03T23:36:00-CME-001",M2M_CATALOG,"This eruption is associated with a C1.0 flare that peaked at 2019-05-03T23:31Z. The eruption can be seen at 2019-05-03T23:31Z from AR 2740 in STA EUVI 195 with dimming, opening field, and a post-eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",12740.0,N12E73,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14696/-1,31.0,true,12.0,-75.0,"",776.0,2019-05-04 01:33:00.000,C,2.0,,,false,,,,,2019-05-04 10:31:00.000,
"2019-05-03T23:36:00-CME-001",M2M_CATALOG,"This eruption is associated with a C1.0 flare that peaked at 2019-05-03T23:31Z. The eruption can be seen at 2019-05-03T23:31Z from AR 2740 in STA EUVI 195 with dimming, opening field, and a post-eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",12740.0,N12E73,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14696/-1,31.0,true,12.0,-75.0,"",776.0,2019-05-04 01:33:00.000,C,2.0,,,false,,,,,2019-05-04 10:31:00.000,
"2019-05-03T23:36:00-CME-001",M2M_CATALOG,"This eruption is associated with a C1.0 flare that peaked at 2019-05-03T23:31Z. The eruption can be seen at 2019-05-03T23:31Z from AR 2740 in STA EUVI 195 with dimming, opening field, and a post-eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",12740.0,N12E73,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14696/-1,31.0,true,12.0,-75.0,"",776.0,2019-05-04 01:33:00.000,C,2.0,,,false,,,,,2019-05-04 10:31:00.000,
"2019-05-03T23:36:00-CME-001",M2M_CATALOG,"This eruption is associated with a C1.0 flare that peaked at 2019-05-03T23:31Z. The eruption can be seen at 2019-05-03T23:31Z from AR 2740 in STA EUVI 195 with dimming, opening field, and a post-eruptive arcade. It can also be seen as opening field lines and a filament eruption off the eastern limb in SDO imagery.",12740.0,N12E73,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/14696/-1,31.0,true,12.0,-75.0,"",776.0,2019-05-04 01:33:00.000,C,2.0,,,false,,,,,2019-05-04 12:41:00.000,
